"Gene ID","source_id","Organism","Genomic Location (Gene)","Ortholog count","Paralog count","Ortholog Group"
"PF3D7_0205800","PF3D7_0205800.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:232,642..233,918(-)","60","0","OG6_110240"
"PF3D7_0205900","PF3D7_0205900.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:234,461..239,124(+)","60","0","OG6_101799"
"PF3D7_0206000","PF3D7_0206000.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:239,146..244,604(-)","60","0","OG6_101242"
"PF3D7_0206100","PF3D7_0206100.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:244,645..248,513(+)","61","0","OG6_101206"
"PF3D7_0206200","PF3D7_0206200.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:248,880..251,521(+)","60","0","OG6_107635"
"PF3D7_0206600","PF3D7_0206600.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:268,187..270,646(-)","60","0","OG6_101491"
"PF3D7_0206700","PF3D7_0206700.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:271,374..274,711(+)","61","0","OG6_100666"
"PF3D7_0206800","PF3D7_0206800.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:271,576..274,917(-)","23","0","OG6_533596"
"PF3D7_0206900","PF3D7_0206900.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:274,946..276,712(-)","47","0","OG6_532523"
"PF3D7_0206900","PF3D7_0206900.2","Plasmodium falciparum 3D7","Pf3D7_02_v3:274,946..276,712(-)","47","0","OG6_532523"
"PF3D7_0207000","PF3D7_0207000.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:276,725..279,258(-)","38","0","OG6_532334"
"PF3D7_0207100","PF3D7_0207100.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:281,275..287,696(+)","56","0","OG6_170897"
"PF3D7_0207200","PF3D7_0207200.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:287,423..288,941(-)","61","0","OG6_101909"
"PF3D7_0207300","PF3D7_0207300.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:290,168..292,703(-)","488","8","OG6_126098"
"PF3D7_0207400","PF3D7_0207400.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:293,896..297,980(-)","488","8","OG6_126098"
"PF3D7_0207500","PF3D7_0207500.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:298,380..302,820(-)","488","8","OG6_126098"
"PF3D7_0207600","PF3D7_0207600.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:303,409..307,376(-)","488","8","OG6_126098"
"PF3D7_0207700","PF3D7_0207700.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:308,628..312,348(-)","488","8","OG6_126098"
"PF3D7_0207800","PF3D7_0207800.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:312,990..316,944(-)","488","8","OG6_126098"
"PF3D7_0207900","PF3D7_0207900.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:317,422..321,552(-)","488","8","OG6_126098"
"PF3D7_0208000","PF3D7_0208000.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:322,329..326,390(-)","488","8","OG6_126098"
"PF3D7_0208100","PF3D7_0208100.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:327,442..335,433(+)","64","0","OG6_104702"
"PF3D7_0208200","PF3D7_0208200.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:335,421..337,000(-)","61","0","OG6_102159"
"PF3D7_0208300","PF3D7_0208300.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:337,310..343,223(+)","49","0","OG6_138488"
"PF3D7_0208400","PF3D7_0208400.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:342,081..351,139(-)","39","0","OG6_100295"
"PF3D7_0208500","PF3D7_0208500.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:351,650..354,043(+)","60","0","OG6_100820"
"PF3D7_0208600","PF3D7_0208600.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:354,341..356,448(+)","122","1","OG6_101101"
"PF3D7_0208700","PF3D7_0208700.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:356,196..358,035(-)","62","0","OG6_103646"
"PF3D7_0208800","PF3D7_0208800.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:358,084..360,086(+)","61","0","OG6_533623"
"PF3D7_0208900","PF3D7_0208900.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:360,828..368,354(+)","250","3","OG6_160720"
"PF3D7_0209000","PF3D7_0209000.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:369,351..380,156(+)","61","0","OG6_532801"
"PF3D7_0209100","PF3D7_0209100.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:380,935..384,245(-)","60","0","OG6_144769"
"PF3D7_0209200","PF3D7_0209200.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:384,529..386,885(-)","64","0","OG6_102545"
"PF3D7_0209300","PF3D7_0209300.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:386,930..388,236(+)","57","0","OG6_105913"
"PF3D7_0209400","PF3D7_0209400.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:388,216..391,107(-)","62","0","OG6_102304"
"PF3D7_0209500","PF3D7_0209500.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:391,238..392,887(-)","43","0","OG6_532851"
"PF3D7_0209600","PF3D7_0209600.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:393,969..399,286(-)","60","0","OG6_117850"
"PF3D7_0209700","PF3D7_0209700.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:400,078..402,755(-)","44","0","OG6_145182"
"PF3D7_0209800","PF3D7_0209800.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:403,095..406,706(-)","61","0","OG6_101150"
"PF3D7_0210000","PF3D7_0210000.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:409,983..411,199(+)","59","0","OG6_101625"
"PF3D7_0210100","PF3D7_0210100.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:411,419..412,963(+)","61","0","OG6_100717"
"PF3D7_0210100","PF3D7_0210100.2","Plasmodium falciparum 3D7","Pf3D7_02_v3:411,419..412,963(+)","61","0","OG6_100717"
"PF3D7_0210300","PF3D7_0210300.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:422,574..425,116(-)","125","1","OG6_105412"
"PF3D7_0210400","PF3D7_0210400.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:425,599..427,108(+)","58","0","OG6_103648"
"PF3D7_0210500","PF3D7_0210500.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:427,161..431,611(+)","55","0","OG6_532866"
"PF3D7_0210600","PF3D7_0210600.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:431,716..434,231(-)","117","1","OG6_120245"
"PF3D7_0210700","PF3D7_0210700.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:435,985..437,173(+)","119","1","OG6_100497"
"PF3D7_0210800","PF3D7_0210800.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:437,342..439,708(-)","59","0","OG6_533710"
"PF3D7_0210900","PF3D7_0210900.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:441,381..443,570(-)","57","0","OG6_532396"
"PF3D7_0211100","PF3D7_0211100.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:451,526..455,367(+)","59","0","OG6_533160"
"PF3D7_0211200","PF3D7_0211200.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:455,265..456,900(-)","59","0","OG6_171408"
"PF3D7_0211300","PF3D7_0211300.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:456,907..458,616(-)","56","0","OG6_138000"
"PF3D7_0211400","PF3D7_0211400.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:458,932..461,640(-)","59","0","OG6_105131"
"PF3D7_0211500","PF3D7_0211500.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:463,147..467,352(+)","63","0","OG6_131042"
"PF3D7_0211600","PF3D7_0211600.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:467,682..468,518(+)","58","0","OG6_102531"
"PF3D7_0211700","PF3D7_0211700.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:469,408..474,167(+)","50","0","OG6_105153"
"PF3D7_0211800","PF3D7_0211800.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:475,109..477,618(+)","122","1","OG6_101288"
"PF3D7_0211900","PF3D7_0211900.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:477,189..479,816(-)","59","0","OG6_134004"
"PF3D7_0212000","PF3D7_0212000.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:479,683..481,854(+)","62","0","OG6_104078"
"PF3D7_0212200","PF3D7_0212200.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:489,203..491,256(-)","120","1","OG6_100766"
"PF3D7_0212300","PF3D7_0212300.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:491,640..495,105(+)","61","0","OG6_100994"
"PF3D7_0212400","PF3D7_0212400.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:494,337..507,898(-)","61","0","OG6_533473"
"PF3D7_0212500","PF3D7_0212500.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:508,665..521,769(+)","52","0","OG6_533497"
"PF3D7_0212600","PF3D7_0212600.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:522,339..524,405(+)","61","0","OG6_179325"
"PF3D7_0212700","PF3D7_0212700.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:524,470..526,067(-)","61","0","OG6_533042"
"PF3D7_0212800","PF3D7_0212800.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:526,387..531,923(+)","54","0","OG6_533426"
"PF3D7_0212900","PF3D7_0212900.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:532,001..534,657(+)","64","0","OG6_108194"
"PF3D7_0213000","PF3D7_0213000.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:534,659..536,945(+)","62","0","OG6_146145"
"PF3D7_0213100","PF3D7_0213100.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:537,390..540,199(+)","186","3","OG6_100302"
"PF3D7_0213200","PF3D7_0213200.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:539,809..541,065(-)","109","1","OG6_125519"
"PF3D7_0213300","PF3D7_0213300.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:541,071..542,094(-)","109","1","OG6_125519"
"PF3D7_0213400","PF3D7_0213400.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:540,403..543,807(+)","61","0","OG6_132854"
"PF3D7_0213500","PF3D7_0213500.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:543,700..546,217(-)","58","0","OG6_115977"
"PF3D7_0213700","PF3D7_0213700.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:556,774..558,250(+)","62","0","OG6_104377"
"PF3D7_0213800","PF3D7_0213800.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:558,585..560,594(+)","56","0","OG6_158724"
"PF3D7_0213900","PF3D7_0213900.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:560,872..565,395(-)","67","0","OG6_126967"
"PF3D7_0214000","PF3D7_0214000.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:565,669..568,518(+)","61","0","OG6_102087"
"PF3D7_0214100","PF3D7_0214100.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:568,246..573,893(-)","62","0","OG6_101250"
"PF3D7_0214200","PF3D7_0214200.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:574,898..576,521(-)","60","0","OG6_101118"
"PF3D7_0214300","PF3D7_0214300.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:577,433..586,702(+)","51","0","OG6_123204"
"PF3D7_0214400","PF3D7_0214400.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:586,717..589,640(-)","60","0","OG6_132248"
"PF3D7_0214500","PF3D7_0214500.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:590,110..591,752(+)","60","0","OG6_533367"
"PF3D7_0214600","PF3D7_0214600.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:593,374..600,035(+)","19","0","OG6_532381"
"PF3D7_0214700","PF3D7_0214700.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:599,425..601,740(-)","62","0","OG6_532815"
"PF3D7_0214800","PF3D7_0214800.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:603,261..609,873(+)","29","0","OG6_532626"
"PF3D7_0214900","PF3D7_0214900.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:609,924..616,306(+)","44","0","OG6_171386"
"PF3D7_0215000","PF3D7_0215000.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:615,813..621,692(-)","455","10","OG6_100152"
"PF3D7_0215100","PF3D7_0215100.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:622,029..624,953(-)","67","0","OG6_102038"
"PF3D7_0215200","PF3D7_0215200.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:625,082..627,710(+)","61","0","OG6_106172"
"PF3D7_0215300","PF3D7_0215300.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:628,091..632,681(-)","455","10","OG6_100152"
"PF3D7_0215400","PF3D7_0215400.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:634,417..639,395(-)","54","0","OG6_139461"
"PF3D7_0215500","PF3D7_0215500.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:639,847..643,411(+)","23","0","OG6_532498"
"PF3D7_0215600","PF3D7_0215600.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:642,807..644,902(-)","231","0","OG6_130353"
"PF3D7_0215700","PF3D7_0215700.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:645,368..650,460(+)","167","2","OG6_100190"
"PF3D7_0215800","PF3D7_0215800.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:650,472..653,693(-)","61","0","OG6_185965"
"PF3D7_0215900","PF3D7_0215900.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:654,918..656,840(-)","60","0","OG6_104274"
"PF3D7_0216000","PF3D7_0216000.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:657,770..664,734(+)","62","0","OG6_101122"
"PF3D7_0216100","PF3D7_0216100.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:664,805..668,532(-)","47","0","OG6_533600"
"PF3D7_0216200","PF3D7_0216200.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:668,745..670,058(-)","59","0","OG6_105961"
"PF3D7_0216400","PF3D7_0216400.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:675,368..678,010(+)","62","0","OG6_101522"
"PF3D7_0216500","PF3D7_0216500.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:678,050..685,025(+)","47","0","OG6_532597"
"PF3D7_0216600","PF3D7_0216600.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:685,475..689,382(+)","61","0","OG6_100974"
"PF3D7_0216700","PF3D7_0216700.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:689,543..695,989(+)","59","0","OG6_119383"
"PF3D7_0216700","PF3D7_0216700.2","Plasmodium falciparum 3D7","Pf3D7_02_v3:689,543..695,989(+)","59","0","OG6_119383"
"PF3D7_0216800","PF3D7_0216800.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:695,848..699,564(-)","72","0","OG6_127962"
"PF3D7_0216900","PF3D7_0216900.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:701,245..702,894(+)","61","0","OG6_533774"
"PF3D7_0217000","PF3D7_0217000.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:703,060..706,862(-)","49","0","OG6_532952"
"PF3D7_0217100","PF3D7_0217100.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:707,101..709,839(+)","63","0","OG6_100771"
"PF3D7_0217200","PF3D7_0217200.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:709,474..715,607(-)","54","0","OG6_128568"
"PF3D7_0217300","PF3D7_0217300.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:715,609..716,549(-)","60","0","OG6_102766"
"PF3D7_0217400","PF3D7_0217400.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:717,227..719,177(+)","60","0","OG6_533332"
"PF3D7_0217500","PF3D7_0217500.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:719,266..723,617(+)","60","0","OG6_114757"
"PF3D7_0217600","PF3D7_0217600.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:723,183..730,639(-)","47","0","OG6_532958"
"PF3D7_0217700","PF3D7_0217700.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:731,101..733,231(-)","60","0","OG6_104741"
"PF3D7_0217800","PF3D7_0217800.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:733,477..734,855(+)","60","0","OG6_100814"
"PF3D7_0217900","PF3D7_0217900.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:734,887..738,046(-)","63","0","OG6_102325"
"PF3D7_0218000","PF3D7_0218000.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:738,216..740,285(+)","61","0","OG6_101335"
"PF3D7_0218100","PF3D7_0218100.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:740,884..742,775(+)","58","0","OG6_158742"
"PF3D7_0218200","PF3D7_0218200.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:742,842..746,913(-)","24","0","OG6_533292"
"PF3D7_0218300","PF3D7_0218300.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:747,303..749,586(-)","61","0","OG6_102128"
"PF3D7_0218400","PF3D7_0218400.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:749,749..751,772(-)","61","0","OG6_101585"
"PF3D7_0218500","PF3D7_0218500.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:752,461..754,956(+)","60","0","OG6_102323"
"PF3D7_0218600","PF3D7_0218600.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:755,057..763,428(+)","45","0","OG6_153994"
"PF3D7_0218700","PF3D7_0218700.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:762,841..765,517(-)","59","0","OG6_102543"
"PF3D7_0219100","PF3D7_0219100.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:769,194..771,126(+)","55","0","OG6_101495"
"PF3D7_0219200","PF3D7_0219200.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:771,928..773,349(+)","47","0","OG6_101018"
"PF3D7_0219300","PF3D7_0219300.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:773,171..774,191(-)","59","0","OG6_215317"
"PF3D7_0219400","PF3D7_0219400.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:774,447..776,838(+)","60","0","OG6_103949"
"PF3D7_0219500","PF3D7_0219500.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:776,418..778,478(-)","175","2","OG6_102367"
"PF3D7_0219600","PF3D7_0219600.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:778,816..782,444(-)","60","0","OG6_101059"
"PF3D7_0219700","PF3D7_0219700.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:783,271..784,917(-)","275","4","OG6_144691"
"PF3D7_0219800","PF3D7_0219800.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:786,298..790,454(-)","32","0","OG6_533145"
"PF3D7_0219900","PF3D7_0219900.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:790,390..792,432(+)","56","0","OG6_533087"
"PF3D7_0220000","PF3D7_0220000.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:794,978..801,981(+)","42","0","OG6_129336"
"PF3D7_0220100","PF3D7_0220100.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:803,384..807,811(+)","291","6","OG6_102152"
"PF3D7_0220200","PF3D7_0220200.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:809,073..812,695(-)","29","0","OG6_532645"
"PF3D7_0220300","PF3D7_0220300.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:812,892..815,853(-)","25","0","OG6_533381"
"PF3D7_0220500","PF3D7_0220500.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:823,293..825,588(-)","60","1","OG6_146099"
"PF3D7_0220600","PF3D7_0220600.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:830,123..833,035(+)","123","4","OG6_149546"
"PF3D7_0220700","PF3D7_0220700.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:833,056..834,963(+)","123","4","OG6_149546"
"PF3D7_0220800","PF3D7_0220800.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:838,594..844,668(+)","290","4","OG6_149547"
"PF3D7_0221000","PF3D7_0221000.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:848,092..849,119(+)","135","3","OG6_160721"
"PF3D7_0221200","PF3D7_0221200.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:853,607..856,315(+)","135","3","OG6_160721"
"PF3D7_0221400","PF3D7_0221400.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:860,466..861,504(+)","871","30","OG6_109391"
"PF3D7_0221700","PF3D7_0221700.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:868,884..871,778(-)","60","1","OG6_146099"
"PF3D7_0221800","PF3D7_0221800.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:871,835..873,795(+)","19","0","OG6_532572"
"PF3D7_0222000","PF3D7_0222000.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:876,984..877,832(+)","190","9","OG6_126097"
"PF3D7_0222100","PF3D7_0222100.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:878,211..879,540(-)","209","11","OG6_122335"
"PF3D7_0222200","PF3D7_0222200.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:881,469..882,267(-)","145","8","OG6_128718"
"PF3D7_0222500","PF3D7_0222500.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:889,660..890,745(+)","4601","156","OG6_100719"
"PF3D7_0222600","PF3D7_0222600.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:892,856..894,206(+)","4601","156","OG6_100719"
"PF3D7_0222700","PF3D7_0222700.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:896,226..897,420(+)","4601","156","OG6_100719"
"PF3D7_0222800","PF3D7_0222800.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:899,430..900,445(+)","871","30","OG6_109391"
"PF3D7_0223100","PF3D7_0223100.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:904,551..905,775(+)","4601","156","OG6_100719"
"PF3D7_0223200","PF3D7_0223200.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:907,678..908,861(+)","4601","156","OG6_100719"
"PF3D7_0223300","PF3D7_0223300.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:909,350..911,054(+)","2211","65","OG6_104345"
"PF3D7_0223400","PF3D7_0223400.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:913,244..914,457(+)","4601","156","OG6_100719"
"PF3D7_0223500","PF3D7_0223500.1","Plasmodium falciparum 3D7","Pf3D7_02_v3:916,352..923,648(-)","2211","65","OG6_104345"
"PF3D7_0300100","PF3D7_0300100.1","Plasmodium falciparum 3D7","Pf3D7_03_v3:36,965..44,482(+)","2211","65","OG6_104345"
"PF3D7_0300200","PF3D7_0300200.1","Plasmodium falciparum 3D7","Pf3D7_03_v3:46,369..47,579(-)","4601","156","OG6_100719"
"PF3D7_0300400","PF3D7_0300400.1","Plasmodium falciparum 3D7","Pf3D7_03_v3:52,280..53,273(-)","871","30","OG6_109391"
"PF3D7_0300500","PF3D7_0300500.1","Plasmodium falciparum 3D7","Pf3D7_03_v3:55,390..56,584(-)","4601","156","OG6_100719"
"PF3D7_0300600","PF3D7_0300600.1","Plasmodium falciparum 3D7","Pf3D7_03_v3:58,307..58,519(-)","906","26","OG6_110760"
"PF3D7_0300700","PF3D7_0300700.1","Plasmodium falciparum 3D7","Pf3D7_03_v3:61,445..62,714(+)","4601","156","OG6_100719"
"PF3D7_0300800","PF3D7_0300800.1","Plasmodium falciparum 3D7","Pf3D7_03_v3:64,572..65,783(+)","4601","156","OG6_100719"
"PF3D7_0300900","PF3D7_0300900.1","Plasmodium falciparum 3D7","Pf3D7_03_v3:67,870..68,761(+)","95","2","OG6_215318"
"PF3D7_0301000","PF3D7_0301000.1","Plasmodium falciparum 3D7","Pf3D7_03_v3:69,460..71,919(-)","455","10","OG6_100152"
"PF3D7_0301100","PF3D7_0301100.1","Plasmodium falciparum 3D7","Pf3D7_03_v3:76,494..77,474(+)","53","1","OG6_215319"
"PF3D7_0301200","PF3D7_0301200.1","Plasmodium falciparum 3D7","Pf3D7_03_v3:78,154..81,283(-)","561","18","OG6_111291"
"PF3D7_0301300","PF3D7_0301300.1","Plasmodium falciparum 3D7","Pf3D7_03_v3:81,939..84,290(-)","26","0","OG6_101137"
"PF3D7_0301400","PF3D7_0301400.1","Plasmodium falciparum 3D7","Pf3D7_03_v3:85,289..86,678(-)","25","0","OG6_533459"
"PF3D7_0301700","PF3D7_0301700.1","Plasmodium falciparum 3D7","Pf3D7_03_v3:95,216..99,115(-)","41","0","OG6_532592"
"PF3D7_0301800","PF3D7_0301800.1","Plasmodium falciparum 3D7","Pf3D7_03_v3:103,118..105,748(+)","56","0","OG6_532302"
"PF3D7_0301900","PF3D7_0301900.1","Plasmodium falciparum 3D7","Pf3D7_03_v3:105,433..107,500(-)","59","0","OG6_133214"
"PF3D7_0302100","PF3D7_0302100.1","Plasmodium falciparum 3D7","Pf3D7_03_v3:112,158..118,863(+)","63","0","OG6_100556"
"PF3D7_0302200","PF3D7_0302200.1","Plasmodium falciparum 3D7","Pf3D7_03_v3:119,098..124,924(+)","290","4","OG6_149547"
"PF3D7_0302500","PF3D7_0302500.1","Plasmodium falciparum 3D7","Pf3D7_03_v3:134,486..141,185(+)","290","4","OG6_149547"
"PF3D7_0302600","PF3D7_0302600.1","Plasmodium falciparum 3D7","Pf3D7_03_v3:141,335..146,155(+)","45","0","OG6_532936"
"PF3D7_0302700","PF3D7_0302700.1","Plasmodium falciparum 3D7","Pf3D7_03_v3:146,052..147,270(-)","61","0","OG6_215320"
"PF3D7_0302800","PF3D7_0302800.1","Plasmodium falciparum 3D7","Pf3D7_03_v3:147,724..150,348(-)","60","0","OG6_146156"
"PF3D7_0302900","PF3D7_0302900.1","Plasmodium falciparum 3D7","Pf3D7_03_v3:151,935..158,150(-)","63","0","OG6_101697"
"PF3D7_0303000","PF3D7_0303000.1","Plasmodium falciparum 3D7","Pf3D7_03_v3:159,315..161,740(-)","61","0","OG6_101440"
"PF3D7_0303100","PF3D7_0303100.1","Plasmodium falciparum 3D7","Pf3D7_03_v3:161,748..168,348(-)","60","0","OG6_103124"
"PF3D7_0303200","PF3D7_0303200.1","Plasmodium falciparum 3D7","Pf3D7_03_v3:168,679..174,837(+)","56","0","OG6_100990"
"PF3D7_0303300","PF3D7_0303300.1","Plasmodium falciparum 3D7","Pf3D7_03_v3:174,382..176,798(-)","56","0","OG6_101231"
"PF3D7_0303400","PF3D7_0303400.1","Plasmodium falciparum 3D7","Pf3D7_03_v3:177,446..181,753(+)","57","0","OG6_130937"
"PF3D7_0303500","PF3D7_0303500.1","Plasmodium falciparum 3D7","Pf3D7_03_v3:182,267..189,424(+)","110","1","OG6_103557"
"PF3D7_0303600","PF3D7_0303600.1","Plasmodium falciparum 3D7","Pf3D7_03_v3:189,682..190,816(+)","61","0","OG6_126892"
"PF3D7_0303700","PF3D7_0303700.1","Plasmodium falciparum 3D7","Pf3D7_03_v3:191,168..193,072(-)","61","0","OG6_101891"
"PF3D7_0303800","PF3D7_0303800.1","Plasmodium falciparum 3D7","Pf3D7_03_v3:193,499..196,492(+)","61","0","OG6_100963"
